Sample Number,PolicyStartDate,AMI_monthly_premium,AMI_yearly_premium,AMI_agreed_value_minimum,AMI_agreed_value_maximum,AMI_Error_code,AMI_selected_car_variant,AMI_selected_address,AMI_agreed_value,AMI_No_claims_bonus
11705,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11706,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11276,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10029,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11709,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11218,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10861,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10234,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10989,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10567,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10040,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11716,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11717,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11718,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11956,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10375,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11721,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11991,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11723,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11865,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11725,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11726,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11727,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11728,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11729,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11730,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11731,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11732,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11733,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11652,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11735,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11736,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11737,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11738,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11185,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11568,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10543,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10993,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11743,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11744,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11745,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11746,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11747,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11748,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11749,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10789,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11751,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11973,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11753,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11779,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11755,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11756,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11757,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11758,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11030,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10134,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11761,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11762,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11763,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11764,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11765,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11766,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11767,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10486,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11581,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10856,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11771,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11772,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11773,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11774,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11713,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11776,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11777,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11778,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11734,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10624,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11781,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11468,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10100,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11784,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11785,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11786,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11787,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11788,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11424,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11790,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11791,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11812,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11793,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11794,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11795,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11796,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11797,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11798,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11799,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11800,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11801,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11802,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11803,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11804,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10308,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11806,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11720,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11808,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11809,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11810,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11562,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10011,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10407,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11325,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10468,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11816,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11817,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11818,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10105,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10848,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11821,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11822,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11272,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11824,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11825,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11826,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11827,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11828,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11829,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11830,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11831,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11898,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11528,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10464,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11835,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11452,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11560,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11838,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10739,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11840,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11841,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11842,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10675,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11844,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11845,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11846,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10090,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10792,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11904,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11850,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11851,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11852,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11853,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10415,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11855,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11782,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11179,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11858,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11859,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11677,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11627,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11862,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11863,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10691,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11977,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11820,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11847,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10128,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11869,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10191,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11871,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10241,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11873,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11874,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11875,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11876,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11877,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11878,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11879,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10522,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11881,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11882,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11064,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10023,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11604,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11886,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11887,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11888,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11854,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11890,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11891,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11892,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11893,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11894,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11848,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11896,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10849,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11151,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11899,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11900,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11901,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11902,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11903,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11225,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11905,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11906,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11783,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10290,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11909,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11910,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11530,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11775,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10097,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11914,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11915,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11916,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10145,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10833,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11919,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11714,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11921,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11922,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11923,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11924,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11925,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11926,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11913,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10334,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11710,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11930,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11931,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11932,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11933,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11711,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11935,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11936,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10140,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11920,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11939,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11940,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10808,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11512,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11943,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10918,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11945,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11946,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11947,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11948,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11949,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11950,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11951,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11952,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11140,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11954,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11955,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10599,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11692,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11958,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11959,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11960,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11961,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11962,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11963,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11964,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11965,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10301,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11967,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11968,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11969,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11970,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11971,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11972,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11719,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11974,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11975,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11976,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11724,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11978,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11979,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11303,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11981,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11095,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11983,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10529,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10282,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11590,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11987,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11988,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11989,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10495,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10305,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11992,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11993,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11994,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11995,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11990,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11997,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11342,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11999,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
12000,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
